Cost,Title,Description,Location,Bedrooms,Bathrooms,Furnished,Space
"KSh 2,700,000",3bdrm Bungalow in Thika for sale,Its a three bedroomed house with rental houses that fetch income monthly,"Kiambu, Thika",3 bedrooms,2 bathrooms,Unfurnished,450sqm
"KSh 7,500,000",3bdrm Bungalow in Ongata Rongai-Nkoroi for sale,"3 BEDROOM BUNGALOWS WITH DSQ FOR SALE IN ONGATA RONGAI-NKOROI 
SPARKLING NEW
Features include
2 of...","Kajiado, Ongata Rongai",3 bedrooms,3 bathrooms,Unfurnished,250sqm
"KSh 60,000,000",4bdrm Maisonette in Karen for sale,"Karen ,Nairobi on kisembe rd , outstanding 4 bedroom villa with sq for sale 
- located on kisembe...","Nairobi, Karen",5 bedrooms,4 bathrooms,Semi-Furnished,5000sqm
"KSh 57,000,000","Furnished 20bdrm Block of Flats in Mwembeni, Mtambo for sale",A block of Apartment sits on 1/8 an acre plot along mtambo bamburi road.With title deed good road...,"Mombasa, Bamburi",5 bedrooms,6 bathrooms,Unfurnished,650sqm
"KSh 14,000,000",4bdrm House in Kamulu for sale,"For sale: house, kamulu 
4 bedrooms, master ensuite-near total energies kamulu 
this lovely bungalow...","Nairobi, Kamulu",4 bedrooms,3 bathrooms,Unfurnished,1000sqm
"KSh 6,500,000","3bdrm Bungalow in Acacia Paradise, Kitengela for sale","# Size 100*100
# Very accessible roads 
# All amenities available.
# 3Bedroom House (Very spacious.)","Kajiado, Kitengela",3 bedrooms,2 bathrooms,Unfurnished,166sqm
"KSh 20,000,000",6bdrm Maisonette in Membley Estate for sale,"6 bedroom flat roof maisonette located in Membley 1km from highway, sitting on a full 40.80...","Kiambu, Ruiru",2 bedrooms,2 bathrooms,Unfurnished,nan
"KSh 21,000,000",4bdrm Maisonette in Kamakis for sale,Maisonette ruiru kamakis 4bdrm with title all ensuite amenities hospital school mall 1.5km from...,"Kiambu, Ruiru",3 bedrooms,3 bathrooms,Unfurnished,4080sqm
"KSh 9,000,000","4bdrm Maisonette in Murram, Kenyatta Road / Theta for Sale","4 Bedroom house
 all ensuite
All bedrooms with Balcony 
 just 50m from Kenyatta road
40X80 Plot","Kiambu, Juja",5 bedrooms,5 bathrooms,Furnished,350sqm
"KSh 14,000,000","3bdrm Apartment in Nairobi-Lovington, Muthangari for sale","NAIROBI-Lovington Estate, Riara Rd.
Ultra-modern three-bedroom apartment 
*3 bedrooms’...","Nairobi, Lavington",3 bedrooms,2 bathrooms,Unfurnished,800sqm
"KSh 18,000,000","4bdrm House in Kasarani Estate, Clay City for sale","4 bedroom maisionatte house in clay city for sale
-elegant finish and strong house
-served by 3...","Nairobi, Clay City",5 bedrooms,5 bathrooms,Unfurnished,450sqm
"KSh 6,000,000","3bdrm Bungalow in Ongata Rongai Kahuho, Rimpa for sale","A newly built very spacious 3 bedroom master ensuite bungalow in Ongata Rongai Nairobi. 
It sits on...","Kajiado, Ongata Rongai",4 bedrooms,4 bathrooms,Unfurnished,245sqm
"KSh 11,000,000","3bdrm Bungalow in Baharini Estate, Port Reitz for sale",A QUARTER acre freehold title deed in Potleiz Baharini plaza facing the Mombasa port terminal having...,"Mombasa, Chaani",3 bedrooms,4 bathrooms,Unfurnished,132sqm
"KSh 6,300,000",2bdrm Apartment in Kasarani Apartment for sale,"One bedrooms executive finishing, Ideal for Air bnb as well as rental, with a monthly return of ksh...","Nairobi, Kasarani",4 bedrooms,3 bathrooms,Semi-Furnished,1000sqm
"KSh 5,500,000",1bdrm Apartment in Hurlingham for sale,"One bedroom apartment, for Its located near Yaya Centre, kilimani.
Best for Airbnb...","Nairobi, Kilimani",3 bedrooms,3 bathrooms,Unfurnished,135sqm
"KSh 10,500,000","3bdrm Maisonette in Best Price, Greenfields for sale",This massionette is situated in Donholm Greenfield estate its on quick sale we have a wide variety...,"Nairobi, Donholm",4 bedrooms,4 bathrooms,Unfurnished,100sqm
"KSh 19,500,000","4bdrm Maisonette in Wabesi Kenya Homes, Pipeline JB Area for sale","Very spacious, ultra modern villa in gated community. Property located 15 minutes’ drive from Nakuru...","Nakuru, Nakuru Town East",3 bedrooms,2 bathrooms,Unfurnished,250sqm
"KSh 32,500,000","7bdrm Mansion in Acacia, Kitengela for sale","Financing organized
Gym, All ensuite, cctv 15000l water tank , walk in closet, laundry room, spiral...","Kajiado, Kitengela",4 bedrooms,3 bathrooms,Unfurnished,175sqm
"KSh 65,000,000","5bdrm Mansion in Thika Green Estate, Ruiru for sale",Flat roof 5 bed room thika greens gated controlled estate with security guards strictly residential...,"Kiambu, Ruiru",4 bedrooms,4 bathrooms,Furnished,50sqm
"KSh 78,000,000",4bdrm House in Karen C for sale,"Located in a quiet and serene area of Karen, the house benefits from the safety of a gated...","Nairobi, Karen",4 bedrooms,5 bathrooms,Unfurnished,nan
"KSh 160,000,000",6bdrm Mansion in Runda for sale,"FOR SALE/RENT
Location: Runda, Nairobi
Size: 6 bedrooms
 6 bedroom mansion located in the Runda.
It...","Nairobi, Runda",4 bedrooms,3 bathrooms,Unfurnished,1650sqm
"KSh 45,000,000","4bdrm Maisonette in Mount Kenya, Nyali for sale",An exquisite 4 bedroom maisonette with dsq onsale at Nyali Mombasa.A three levels family residence...,"Mombasa, Nyali",2 bedrooms,2 bathrooms,Furnished,5000sqm
"KSh 5,000,000","3bdrm Bungalow in Matangi, Ruiru for sale","A newly built three bedroom available in Kimbo, Ruiru. The house is located in a vibrant calm...","Kiambu, Ruiru",6 bedrooms,4 bathrooms,Unfurnished,450sqm
"KSh 22,500,000","5bdrm Villa in Dream Villas, Ongata Rongai for sale",5bedroom plus Dsq 290sqm in tuala rongai next to precious gems school 200m from kitengela glasses...,"Kajiado, Ongata Rongai",3 bedrooms,2 bathrooms,Unfurnished,450sqm
"KSh 1,100,000",1bdrm Apartment in Kilifi South for sale,"1 bedroom apartment  1.1M 
2 bedroom apartment  2.5M
Very spacious, Parking Space
 Adequate water,...","Kilifi, Kilifi South",3 bedrooms,3 bathrooms,Unfurnished,2400sqm
"KSh 700,000","5bdrm House in Omar'S Estate, Bofu for sale","The house is block-built situated behind Zainab Academy,adjacent to mwananzia Academy.Its along a...","Mombasa, Likoni",4 bedrooms,1 bathroom,Unfurnished,200sqm
"KSh 19,500,000",4bdrm Mansion in Ruiru Town ( for sale,"4 bedroom mansion all ensuite 
With a 1bd Detached SQ
Built on a 1/4 acre of land
With an open roof...","Kiambu, Ruiru",5 bedrooms,5 bathrooms,Unfurnished,2000sqm
"KSh 4,500,000","2bdrm House in Kamenu Estate, Makongeni / Thika for sale",2 brm house located in a gated community Makongeni (Kamenu Estate) all weather road it is well...,"Kiambu, Thika",4 bedrooms,5 bathrooms,Unfurnished,550sqm
"KSh 73,000,000","2bdrm Block of Flats in Donholm Estate, Greenfields for sale","1) two bedroomed Hse 12 ,000/- per unit = kshs 204,000/-
2) one bedroomed Hse 12 @ 16,000 per unit =...","Nairobi, Donholm",3 bedrooms,2 bathrooms,Unfurnished,3200sqm
"KSh 26,000,000","4bdrm Maisonette in Mugutha, Kimbo for sale","Newly built four bedroom mansionate with spacious living room,dinning area,spacious...","Kiambu, Ruiru",3 bedrooms,2 bathrooms,Unfurnished,1200sqm
"KSh 60,000,000",3bdrm Apartment in Nyali for Sale,This striking architectural home has a perfect oceanfront aspect and enjoys stunning tranquil ocean...,"Mombasa, Nyali",4 bedrooms,4 bathrooms,Unfurnished,252sqm
"KSh 46,000,000","4bdrm Villa in Tilisi Developments, Tigoni for sale","Call073********* to schedule a free visit 
- The Tilisi Views Q2 Villa is a 4 bedroom villa offering...","Kiambu, Limuru",5 bedrooms,4 bathrooms,Unfurnished,2500sqm
"KSh 25,000,000","4bdrm Maisonette in Community, Gateway Mall Area for Sale","Selling this 4BR all-ensuite mansion Syokimau community rd on a 50x100 newly built 
-Detached...","Machakos, Syokimau",3 bedrooms,3 bathrooms,Unfurnished,250sqm
"KSh 8,950,000",3bdrm Bungalow in Joska for sale,"Amazing 3bedroom master ensuite bungalows with SQ for sale at Joska ,along kangundo road.Located...","Nairobi, Kamulu",2 bedrooms,2 bathrooms,Unfurnished,1000sqm
"KSh 6,000,000",3bdrm Bungalow in Ongata Rongai Rimpa for sale,"Executive 3 bedroom bungalows for sale
Located in Ongata Rongai 150 m off Magadi road (Rimpa)...","Kajiado, Ongata Rongai",6 bedrooms,5 bathrooms,Unfurnished,506sqm
"KSh 14,500,000",3bdrm Apartment in Tudor for sale,"3 bedrooms, 2 of which are ensuite.
2 lifts
2 parking floors
2 balconies facing sunsets behind...","Mombasa, Tudor",3 bedrooms,1 bathroom,Semi-Furnished,150sqm
"KSh 7,500,000",3bdrm Bungalow in Mlolongo for sale,A new and exclusive project that offers you the opportunity to own your dream home at an unbeatable...,"Machakos, Mlolongo",4 bedrooms,3 bathrooms,Semi-Furnished,30sqm
"KSh 18,000,000","3bdrm Apartment in Affordable, Kilimani for sale","A rare blend of Luxury & Comfort*
*Completion date: 2026*
Meticulous Designs of Studios, 1, 2 and 3...","Nairobi, Kilimani",3 bedrooms,3 bathrooms,Unfurnished,136sqm
"KSh 24,500,000","4bdrm Maisonette in Membley Estate, for sale","Own a home at membley estate located in the leafy, serene suburbs of ruiru , county.
3Km from ruiru...","Kiambu, Ruiru",4 bedrooms,2 bathrooms,Furnished,45sqm
"KSh 6,500,000",8bdrm Block of Flats in Kasarani for sale,Kasarani commercial building block of 8 rooms for sale with title deed seating on 40'by60' plot with...,"Nairobi, Kasarani",3 bedrooms,3 bathrooms,Unfurnished,600sqm
"KSh 1,600,000","2bdrm House in Maringo, Gatimu for sale",A two bedroomed semi permanent house 2 kms from nyahururu town sitting on a 50 by 100 plot with...,"Nyandarua, Gatimu",2 bedrooms,2 bathrooms,Furnished,1200sqm
"KSh 23,000,000",5bdrm Mansion in Syokimau for Sale,Beautiful and homely 5bedroom Mansionat in a gated community neighbourhood located In Syokimau...,"Machakos, Syokimau",1 bedroom,1 bathroom,Unfurnished,300sqm
"KSh 6,000,000","3bdrm Bungalow in Wabesi Kenya Homes, Nakuru Town West for Sale","An upcoming Residential Project in Westlands, Ngata
Located 500metres off Nakuru-Eldoret Highway
A...","Nakuru, Nakuru Town West",2 bedrooms,1 bathroom,Unfurnished,330sqm
"KSh 70,000,000",4bdrm Maisonette in Karen for Sale,"Fabulous 4 bedroom maisonette+sq for sale in Karen, Miotoni, near the Hub mall. amenities not...","Nairobi, Karen",2 bedrooms,2 bathrooms,Semi-Furnished,4800sqm
"KSh 12,000,000",3bdrm Maisonette in Nyayo Estate for sale,3 bedeoom mansion for sale at nyayo estate in embakasi in a gated community with ready documents.,"Nairobi, Embakasi",4 bedrooms,3 bathrooms,Unfurnished,60sqm
"KSh 6,000,000",3bdrm Apartment in Kiambu / Kiambu for sale,"Kenya 
Kiambu 
Ruiru
1,2 and 3bedroom apartments inbuilt wardrobes, open plan kitchen, french...","Kiambu, Kiambu / Kiambu",5 bedrooms,5 bathrooms,Furnished,3200sqm
"KSh 65,000,000",4bdrm House in Karen for sale,"Karen 
4 bedroom house located in Karen

Amenities: 
• 4 bedroom all ensuite
• spacious lounge...","Nairobi, Karen",2 bedrooms,2 bathrooms,Unfurnished,3060sqm
"KSh 16,000,000","4bdrm Maisonette in Mugutha Estate, Ruiru for sale","4 Bedroom All En-suite plus Sq Maisonette For sale!
 4 Bedroom plus dsq.(or 5bedroom) All En-suite...","Kiambu, Ruiru",3 bedrooms,2 bathrooms,Unfurnished,240sqm
"KSh 3,500,000","3bdrm Bungalow in Jakaba, Mombasa CBD for sale","With ready Title deed.
This 3bedroom house sits on a 50ft by 100 ft plot with plenty of space for...","Mombasa, Mombasa CBD",3 bedrooms,2 bathrooms,Furnished,290sqm
"KSh 11,000,000",Furnished 4bdrm House in Thika for sale,"A four bedrooms master ensuite located at Kabati Thika, 200 metres from the highway","Kiambu, Thika",3 bedrooms,3 bathrooms,Semi-Furnished,110sqm
"KSh 6,950,000","3bdrm Bungalow in Jja, Juja for sale","3 Bedrooms Bungalows for sale at Juja, two ensuite, with or without DSQ for ksh 6.95M & 7.4M.
Size;...","Kiambu, Juja",3 bedrooms,2 bathrooms,Unfurnished,180sqm
"KSh 5,300,000",5bdrm Maisonette in Utawala for sale,Property already with a tenant 20k monthly income.,"Nairobi, Utawala",3 bedrooms,3 bathrooms,Unfurnished,3000sqm
"KSh 25,000,000","4bdrm Townhouse/Terrace in Kiamumbi Estate, Kiambu CBD for Sale","Brand new 4 bedroom town house all bedrooms ensuite, family room, dining room, lounge, plinth...","Kiambu, Kiambu / Kiambu",4 bedrooms,3 bathrooms,Unfurnished,450sqm
"KSh 5,500,000","1bdrm Apartment in Kileleshwa, Nairobi Central for sale","Modern luxurious apartments in the leafy suburbs of Kileleshwa.
A walking distance to the...","Nairobi, Nairobi Central",3 bedrooms,4 bathrooms,Unfurnished,135sqm
"KSh 4,999,999",3bdrm Bungalow in Nderi for sale,A New flat roof bungalow 160sqm in the leafy area of Kikuyu Ondiri Ngamba area. With a Water tank...,"Kiambu, Kikuyu",5 bedrooms,5 bathrooms,Unfurnished,275sqm
"KSh 18,500,000",3bdrm Apartment in Kileleshwa for sale,"KILELESHWA 
Spacious modern 3 bedroom plus dsq apartment for sale in Kileleshwa 
Swimming pool
All...","Nairobi, Kileleshwa",2 bedrooms,2 bathrooms,Semi-Furnished,200sqm
"KSh 3,200,000",11bdrm House in Kisauni for sale,"11 single rooms for sale
located mwandoni kisauni
mother title deed","Mombasa, Kisauni",3 bedrooms,3 bathrooms,Unfurnished,125sqm
"KSh 72,000,000",1bdrm Block of Flats in Along Juja Jkuat for sale,Newly built apartment for sale at juja next to jkuat gate c consist of all bedsiters with atotal...,"Kiambu, Juja",2 bedrooms,1 bathroom,Unfurnished,1000sqm
"KSh 11,000,000",4bdrm Maisonette in O/Ronga Rimpa for sale,An executive newly built very spacious 4 bedroom master ensuite maisonette in Ongata Rongai Nairobi....,"Kajiado, Ongata Rongai",3 bedrooms,2 bathrooms,Unfurnished,30sqm
"KSh 135,000,000",5bdrm House in Karen C for sale,Five bedroom villa all ensuite for sale in Karen. Gated community. Swimming pool and gym.,"Nairobi, Karen",3 bedrooms,2 bathrooms,Unfurnished,130sqm
"KSh 6,000,000","3bdrm Bungalow in Acacia, Kitengela for sale","Three bedroom bungalow for sale at Kitengela
✓morden finish
✓open plan kitchen
✓ 2 of the 3 bedrooms...","Kajiado, Kitengela",3 bedrooms,2 bathrooms,Unfurnished,5000sqm
"KSh 13,000,000","3bdrm Bungalow in Kiamunyi Estate, Nakuru Town East for sale",This is 3bedroom bungalow located at Nakuru kiamunyi Olive inn estate. It's located in agated...,"Nakuru, Nakuru Town East",3 bedrooms,3 bathrooms,Unfurnished,3600sqm
"KSh 11,500,000",2bdrm Apartment in Kileleshwa for sale,"FOR SALE
Location: Kileleshwa, Nairobi
Size: Two Bedroom Apartments
Pricing: From Kshs eleven point...","Nairobi, Kileleshwa",3 bedrooms,2 bathrooms,Unfurnished,1700sqm
"KSh 8,500,000",3bdrm Bungalow in Ruiru Kimbo Murera for sale,Selling a brand new 3 bedroom bungalow along thika road ruiru kimbo murera matangi centre about...,"Kiambu, Ruiru",4 bedrooms,4 bathrooms,Unfurnished,2150sqm
"KSh 70,000,000",4bdrm Maisonette in Milimani for sale,"Four Maisonettes of four bedrooms each for sale in Milimani, Kisumu. Plot size is half an acre. The...","Nairobi, Upperhill",1 bedroom,1 bathroom,Unfurnished,300sqm
"KSh 6,000,000",3bdrm Bungalow in Westlands for Sale,Newly built 3bd room house. located at westlands estate 15min drive from nakuru CBD. contact for...,"Nakuru, Nakuru Town West",3 bedrooms,2 bathrooms,Unfurnished,120sqm
"KSh 7,500,000",3bdrm Bungalow in Savannah Estate for sale,"This is a well-kept and spacious 3 bedroom master ensuite bungalow located in Savannah Estate,...","Nairobi, Donholm",5 bedrooms,4 bathrooms,Semi-Furnished,100sqm
"KSh 5,500,000","3bdrm House in Imperial, Nakuru Town East for sale",A Three bedroom house sitting on a plot measuring approximately 1/8th of an acre (5x100) in pipeline...,"Nakuru, Nakuru Town East",4 bedrooms,4 bathrooms,Unfurnished,200sqm
"KSh 6,500,000","4bdrm Maisonette in Landless Phase 2, Makongeni / Thika for sale","House For Sale
 Four Bedroom Incomplete Maisonnette Landless Phase 2
Built in 50*100 plot next to...","Kiambu, Thika",3 bedrooms,2 bathrooms,Unfurnished,450sqm
"KSh 6,000,000","4bdrm Bungalow in Katani Estate - The, Syokimau for sale","3 Bedroom Bungalow master en-suite with detached en-suite DSQ. 
Plot size is 1/8 Acre (50x100ft)...","Machakos, Syokimau",2 bedrooms,5 bathrooms,Furnished,75sqm
"KSh 7,200,000","4bdrm Maisonette in Murram Estate, Ruiru for sale","House on sale 4 bedrooms master ensuite at murram Estate kenyatta road water available, electricity,...","Kiambu, Ruiru",4 bedrooms,4 bathrooms,Unfurnished,1850sqm
"KSh 16,000,000","4bdrm Bungalow in Kenyatta Road, Kimbo for sale","4bedroom ✅
>Study room ✅
>Laundry ✅
>Five Parking slot ✅
>DSQ ✅
>Underground water tank 20,000L...","Kiambu, Ruiru",2 bedrooms,2 bathrooms,Unfurnished,105sqm
"KSh 14,500,000","2bdrm Apartment in Cascadia Apartments, Rosslyn for sale","Within the superb 100-acre mixed use Two Rivers Development, Cascadia Apartments combines comfort,...","Kiambu, Rosslyn",4 bedrooms,4 bathrooms,Unfurnished,245sqm
"KSh 10,700,000","5bdrm Maisonette in Thorn Tree, Ongata Rongai for sale","A 5-bedroom Maisonette, 4 ensuite, with DSQ, for sale in Ongata Rongai at Thorn Tree.
Sitting on a...","Kajiado, Ongata Rongai",3 bedrooms,2 bathrooms,Furnished,150sqm
"KSh 60,000,000",5bdrm House in Lavington for sale,"Beautiful 5 bedroomed townhouse on to let on gitanga road, lavington. the house which has has the...","Nairobi, Lavington",3 bedrooms,2 bathrooms,Semi-Furnished,2500sqm
"KSh 5,000,000",3bdrm Bungalow in Kiserian St. Patrick for sale,"3 bdrms bungalow for quick sale in Kiserian, in a well-developed neighborhood with a serene, secure...","Kajiado, Kiserian",2 bedrooms,1 bathroom,Unfurnished,735sqm
"KSh 13,000,000","4bdrm Duplex in Kapsoya, Eldoret CBD for Sale","HOME AWAY FROM HOME
4Bedroom DUBLEX FAMILY HOME FOR RENT
 
Location-Kapsoya,Eldoret
 *Aprox 4Km from...","Uasin Gishu, Eldoret CBD",5 bedrooms,3 bathrooms,Unfurnished,976sqm
"KSh 13,000,000",3bdrm Apartment in Tudor for sale,The newly built unit gives a clear view of the mombasa island and the known tudor watersport .It...,"Mombasa, Tudor",5 bedrooms,4 bathrooms,Unfurnished,40sqm
"KSh 145,000,000","5bdrm Maisonette in Karen Homes, Hardy for sale","Best kept Karen secret, 
 
FOR SALE
Modern 5 Bedroom Hardy Home
Hardy,...","Nairobi, Karen",2 bedrooms,2 bathrooms,Unfurnished,134sqm
"KSh 38,000,000",4bdrm Mansion in Nyali Mombasa for sale,A very beautiful 4 bedroom maisonette with rooftop private terrace.With all bedrooms ensuite/two...,"Mombasa, Nyali",3 bedrooms,1 bathroom,Furnished,50sqm
"KSh 6,500,000",3bdrm Bungalow in Kenyatta Road for sale,"3 bedrooms all ensuite for sale at Kenyatta Road Ksh 6.5m.
In a gated community, plot size...","Kiambu, Juja",3 bedrooms,4 bathrooms,Unfurnished,5000sqm
"KSh 5,800,000","3bdrm Bungalow in Kahuho, Rimpa for sale","3 bedroom bungalow in Rimpa Kahuho for sale, with a quality finishing.
Sitting on 50 by 100 plot of...","Kajiado, Ongata Rongai",3 bedrooms,3 bathrooms,Semi-Furnished,15sqm
"KSh 50,000,000","6bdrm Villa in La-Marina, Mtwapa for sale","For sale, we have a spacious 6-bedroom villa with a separate 1-bedroom servant quarter and a private...","Kilifi, Mtwapa",4 bedrooms,2 bathrooms,Unfurnished,5000sqm
"KSh 10,500,000",3bdrm Block of Flats in Nyali for sale,"Newly built 3 bedroom apartment in the heart of mombasa, with full ammenities. Book yours now few...","Mombasa, Nyali",4 bedrooms,4 bathrooms,Semi-Furnished,266sqm
"KSh 7,200,000",3bdrm Bungalow in Ruiru for sale,"3bd bungalow 
All ensuite 
With an open plan kitchen 
An outside washroom 
And a extra internal...","Kiambu, Ruiru",3 bedrooms,2 bathrooms,Unfurnished,134sqm
